student_id,test_type,test_date,test_subscore,test_subscore_type,is_test_subscore_numeric,entry_mode,entry_date,test_subscore_numeric,max_test_subscore_rank,min_entry_date_rank,test_subscore_highest,test_subscore_percentile
620071,GRE2011,2017-09-20,152,VERB2011,Y,ELCT,2018-06-11,152.0,1,1,152.0,56
620083,GRE2011,2015-04-29,3.5,ANALYTWRIT,Y,ELEC,2015-05-20,3.5,1,1,3.5,38
620083,GRE2011,2019-01-19,3.5,ANALYTWRIT,Y,ELEC,2019-02-10,3.5,1,1,3.5,41
620083,GRE2011,2019-01-19,143,QUAN2011,Y,ELEC,2019-02-10,143.0,1,1,143.0,14
620083,GRE2011,2015-04-29,143,QUAN2011,Y,ELEC,2015-05-20,143.0,1,1,143.0,15
620083,GRE2011,2015-04-29,158,VERB2011,Y,ELEC,2015-05-20,158.0,1,1,158.0,78
620083,GRE2011,2019-01-19,141,VERB2011,Y,ELEC,2019-02-10,141.0,1,1,141.0,14
620098,GRE2011,2017-03-27,2.5,ANALYTWRIT,Y,ELEC,2017-11-27,2.5,1,1,2.5,8
620098,GRE2011,2017-03-27,164,QUAN2011,Y,ELEC,2017-11-27,164.0,1,1,164.0,87
620098,GRE2011,2017-03-27,135,VERB2011,Y,ELEC,2017-11-27,135.0,1,1,135.0,3
620103,GRE2011,2016-11-21,3.5,ANALYTWRIT,Y,ELEC,2016-12-07,3.5,1,1,3.5,42
620103,GRE2011,2016-11-21,152,QUAN2011,Y,ELEC,2016-12-07,152.0,1,1,152.0,47
620103,GRE2011,2016-11-21,145,VERB2011,Y,ELEC,2016-12-07,145.0,1,1,145.0,26
620104,GRE2011,2015-10-15,3.0,ANALYTWRIT,Y,ELEC,2016-02-04,3.0,1,1,3.0,15
620104,GRE2011,2015-10-15,151,QUAN2011,Y,ELEC,2016-02-04,151.0,1,1,151.0,45
620104,GRE2011,2015-10-15,142,VERB2011,Y,ELEC,2016-02-04,142.0,1,1,142.0,16
620121,GRE2011,2018-06-30,4.0,ANALYTWRIT,Y,ELCT,2019-06-05,4.0,1,2,4.0,59
620121,GRE2011,2018-06-30,149,QUAN2011,Y,ELCT,2019-06-05,149.0,1,2,149.0,34
620121,GRE2011,2018-06-30,149,VERB2011,Y,ELCT,2019-06-05,149.0,1,2,149.0,42
620130,GRE2011,2018-10-11,5.0,ANALYTWRIT,Y,ELEC,2018-10-25,5.0,1,3,5.0,92
620130,GRE2011,2018-10-11,152,QUAN2011,Y,ELEC,2018-10-25,152.0,1,3,152.0,46
620130,GRE2011,2018-10-11,154,VERB2011,Y,ELEC,2018-10-25,154.0,1,3,154.0,65
620145,GRE2011,2018-10-06,4.0,ANALYTWRIT,Y,ELEC,2018-10-23,4.0,1,1,4.0,59
620145,GRE2011,2018-10-06,152,QUAN2011,Y,ELEC,2018-10-23,152.0,1,1,152.0,46
620145,GRE2011,2018-10-06,159,VERB2011,Y,ELEC,2018-10-23,159.0,1,1,159.0,83
620160,GRE2011,2018-12-01,4.0,ANALYTWRIT,Y,ELEC,2018-12-13,4.0,1,1,4.0,59
620160,GRE2011,2018-10-29,3.0,ANALYTWRIT,Y,ELEC,2018-12-03,3.0,1,2,3.0,17
620160,GRE2011,2018-12-01,149,QUAN2011,Y,ELEC,2018-12-13,149.0,1,1,149.0,34
620160,GRE2011,2018-12-01,151,VERB2011,Y,ELEC,2018-12-13,151.0,1,1,151.0,52
620160,GRE2011,2018-10-29,157,VERB2011,Y,ELEC,2018-12-03,157.0,1,2,157.0,76
620170,GRE2011,2015-09-28,3.0,ANALYTWRIT,Y,ELEC,2015-10-16,3.0,1,2,3.0,15
620170,GRE2011,2015-09-28,167,QUAN2011,Y,ELEC,2015-10-16,167.0,1,2,167.0,94
620170,GRE2011,2015-09-28,145,VERB2011,Y,ELEC,2015-10-16,145.0,1,2,145.0,25
620171,GRE2011,2018-10-22,4.5,ANALYTWRIT,Y,ELEC,2018-11-05,4.5,1,1,4.5,82
620171,GRE2011,2018-11-16,151,QUAN2011,Y,ELEC,2018-11-29,151.0,1,2,151.0,42
620171,GRE2011,2018-11-16,145,VERB2011,Y,ELEC,2018-11-29,145.0,1,2,145.0,27
620180,GRE2011,2018-11-16,4.0,ANALYTWRIT,Y,ELEC,2019-01-08,4.0,1,1,4.0,59
620180,GRE2011,2018-11-16,145,QUAN2011,Y,ELEC,2019-01-08,145.0,1,1,145.0,20
620180,GRE2011,2018-11-16,149,VERB2011,Y,ELEC,2019-01-08,149.0,1,1,149.0,42
620188,GRE2011,2018-04-05,4.5,ANALYTWRIT,Y,ELEC,2018-04-26,4.5,1,1,4.5,82
620188,GRE2011,2018-04-05,159,QUAN2011,Y,ELEC,2018-04-26,159.0,1,1,159.0,73
620188,GRE2011,2018-04-05,166,VERB2011,Y,ELEC,2018-04-26,166.0,1,1,166.0,97
620191,GRE2011,2017-08-25,3.0,ANALYTWRIT,Y,ELEC,2018-01-12,3.0,1,1,3.0,18
620191,GRE2011,2017-08-25,161,QUAN2011,Y,ELEC,2018-01-12,161.0,1,1,161.0,78
620191,GRE2011,2017-08-25,147,VERB2011,Y,ELEC,2018-01-12,147.0,1,1,147.0,35
620209,GRE2011,2018-02-24,3.0,ANALYTWRIT,Y,ELEC,2018-03-12,3.0,1,1,3.0,18
620209,GRE2011,2018-02-24,151,QUAN2011,Y,ELEC,2018-03-12,151.0,1,1,151.0,43
620209,GRE2011,2018-02-24,147,VERB2011,Y,ELEC,2018-03-12,147.0,1,1,147.0,35
620220,GRE2011,2019-03-01,4.0,ANALYTWRIT,Y,ELEC,2019-03-19,4.0,1,1,4.0,59
620220,GRE2011,2019-03-01,150,QUAN2011,Y,ELEC,2019-03-19,150.0,1,1,150.0,38
620220,GRE2011,2019-03-01,146,VERB2011,Y,ELEC,2019-03-19,146.0,1,1,146.0,31
620236,GRE2011,2018-11-26,4.0,ANALYTWRIT,Y,ELEC,2018-12-13,4.0,1,1,4.0,59
620236,GRE2011,2018-11-26,153,QUAN2011,Y,ELEC,2018-12-13,153.0,1,1,153.0,50
620236,GRE2011,2018-11-26,151,VERB2011,Y,ELEC,2018-12-13,151.0,1,1,151.0,52
620240,GRE2011,2018-08-31,4.0,ANALYTWRIT,Y,ELEC,2018-09-14,4.0,1,2,4.0,59
620240,GRE2011,2018-08-31,153,QUAN2011,Y,ELEC,2018-09-14,153.0,1,2,153.0,50
620240,GRE2011,2018-08-04,150,VERB2011,Y,ELEC,2018-08-17,150.0,1,1,150.0,47
620241,GRE2011,2018-05-21,4.0,ANALYTWRIT,Y,ELEC,2018-06-01,4.0,1,1,4.0,60
620241,GRE2011,2018-05-21,150,QUAN2011,Y,ELEC,2018-06-01,150.0,1,1,150.0,38
620241,GRE2011,2018-05-21,145,VERB2011,Y,ELEC,2018-06-01,145.0,1,1,145.0,27
620248,GRE2011,2018-10-18,3.0,ANALYTWRIT,Y,ELEC,2018-11-05,3.0,1,1,3.0,17
620248,GRE2011,2018-10-18,155,QUAN2011,Y,ELEC,2018-11-05,155.0,1,1,155.0,58
620248,GRE2011,2018-10-18,158,VERB2011,Y,ELEC,2018-11-05,158.0,1,1,158.0,80
620250,GRE2011,2018-12-03,3.5,ANALYTWRIT,Y,ELEC,2018-12-18,3.5,1,1,3.5,41
620250,GRE2011,2018-12-03,157,QUAN2011,Y,ELEC,2018-12-18,157.0,1,1,157.0,65
620250,GRE2011,2018-12-03,150,VERB2011,Y,ELEC,2018-12-18,150.0,1,1,150.0,47
620267,GRE2011,2017-10-28,4.0,ANALYTWRIT,Y,ELEC,2017-11-13,4.0,1,1,4.0,60
620267,GRE2011,2015-01-09,2.0,ANALYTWRIT,Y,ELEC,2015-05-20,2.0,1,1,2.0,2
620267,GRE2011,2017-10-28,152,QUAN2011,Y,ELEC,2017-11-13,152.0,1,1,152.0,47
620267,GRE2011,2015-01-09,149,QUAN2011,Y,ELEC,2015-05-20,149.0,1,1,149.0,37
620267,GRE2011,2017-10-28,152,VERB2011,Y,ELEC,2017-11-13,152.0,1,1,152.0,56
620267,GRE2011,2015-01-09,145,VERB2011,Y,ELEC,2015-05-20,145.0,1,1,145.0,25
620268,GRE2011,2018-08-04,4.5,ANALYTWRIT,Y,PAPR,2018-11-08,4.5,1,1,4.5,82
620268,GRE2011,2018-08-04,149,QUAN2011,Y,PAPR,2018-11-08,149.0,1,1,149.0,34
620268,GRE2011,2018-08-04,158,VERB2011,Y,PAPR,2018-11-08,158.0,1,1,158.0,80
620269,GRE2011,2018-01-10,3.0,ANALYTWRIT,Y,ELEC,2018-12-20,3.0,1,1,3.0,18
620269,GRE2011,2018-01-10,167,QUAN2011,Y,ELEC,2018-12-20,167.0,1,1,167.0,92
620269,GRE2011,2018-01-10,146,VERB2011,Y,ELEC,2018-12-20,146.0,1,1,146.0,31
620283,GRE2011,2018-08-20,3.0,ANALYTWRIT,Y,ELEC,2018-08-31,3.0,1,1,3.0,17
620283,GRE2011,2018-08-20,142,QUAN2011,Y,ELEC,2018-08-31,142.0,1,1,142.0,12
620283,GRE2011,2018-08-20,143,VERB2011,Y,ELEC,2018-08-31,143.0,1,1,143.0,20
620284,GRE2011,2017-07-21,3.5,ANALYTWRIT,Y,ELCT,2018-06-11,3.5,1,3,3.5,42
620284,GRE2011,2017-07-21,146,QUAN2011,Y,ELCT,2018-06-11,146.0,1,3,146.0,24
620284,GRE2011,2016-12-28,146,VERB2011,Y,ELCT,2018-06-11,146.0,1,1,146.0,31
620288,GRE2011,2018-07-06,4.5,ANALYTWRIT,Y,ELEC,2018-07-24,4.5,1,1,4.5,82
620288,GRE2011,2018-07-06,165,QUAN2011,Y,ELEC,2018-07-24,165.0,1,1,165.0,88
620288,GRE2011,2018-07-06,164,VERB2011,Y,ELEC,2018-07-24,164.0,1,1,164.0,94
620292,GRE2011,2018-11-21,5.0,ANALYTWRIT,Y,ELEC,2019-06-07,5.0,1,1,5.0,92
620292,GRE2011,2018-11-21,149,QUAN2011,Y,ELEC,2019-06-07,149.0,1,1,149.0,34
620292,GRE2011,2018-11-21,146,VERB2011,Y,ELEC,2019-06-07,146.0,1,1,146.0,31
620298,GRE2011,2018-10-04,5.0,ANALYTWRIT,Y,ELEC,2018-10-23,5.0,1,2,5.0,92
620298,GRE2011,2018-10-04,158,QUAN2011,Y,ELEC,2018-10-23,158.0,1,2,158.0,68
620298,GRE2011,2018-10-04,158,VERB2011,Y,ELEC,2018-10-23,158.0,1,2,158.0,80
620301,GRE2011,2017-08-04,4.0,ANALYTWRIT,Y,ELEC,2017-08-23,4.0,1,1,4.0,60
620301,GRE2011,2017-08-04,167,QUAN2011,Y,ELEC,2017-08-23,167.0,1,1,167.0,92
620301,GRE2011,2017-08-04,157,VERB2011,Y,ELEC,2017-08-23,157.0,1,1,157.0,76
620303,GRE2011,2018-01-30,4.0,ANALYTWRIT,Y,ELEC,2018-10-12,4.0,1,1,4.0,60
620303,GRE2011,2018-01-30,148,QUAN2011,Y,ELEC,2018-10-12,148.0,1,1,148.0,30
620303,GRE2011,2018-01-30,150,VERB2011,Y,ELEC,2018-10-12,150.0,1,1,150.0,48
620304,GRE2011,2017-10-16,3.0,ANALYTWRIT,Y,ELEC,2017-10-30,3.0,1,1,3.0,18
620304,GRE2011,2017-10-16,151,QUAN2011,Y,ELEC,2017-10-30,151.0,1,1,151.0,43
620304,GRE2011,2017-10-16,147,VERB2011,Y,ELEC,2017-10-30,147.0,1,1,147.0,35
620318,GRE2011,2017-09-23,4.5,ANALYTWRIT,Y,ELEC,2017-10-11,4.5,1,1,4.5,82
620318,GRE2011,2017-09-23,150,QUAN2011,Y,ELEC,2017-10-11,150.0,1,1,150.0,38
620318,GRE2011,2017-09-23,157,VERB2011,Y,ELEC,2017-10-11,157.0,1,1,157.0,76
620345,GRE2011,2018-11-02,5.0,ANALYTWRIT,Y,ELEC,2018-11-16,5.0,1,1,5.0,92
620345,GRE2011,2018-11-02,160,QUAN2011,Y,ELEC,2018-11-16,160.0,1,1,160.0,74
620345,GRE2011,2018-11-02,157,VERB2011,Y,ELEC,2018-11-16,157.0,1,1,157.0,76
620350,GRE2011,2018-07-09,3.0,ANALYTWRIT,Y,ELCT,2019-06-05,3.0,1,1,3.0,17
620350,GRE2011,2018-07-09,148,QUAN2011,Y,ELCT,2019-06-05,148.0,1,1,148.0,30
620350,GRE2011,2018-07-09,141,VERB2011,Y,ELCT,2019-06-05,141.0,1,1,141.0,14
620371,GRE2011,2019-03-06,3.5,ANALYTWRIT,Y,ELEC,2019-04-02,3.5,1,1,3.5,41
620371,GRE2011,2019-03-06,132,QUAN2011,Y,ELEC,2019-04-02,132.0,1,1,132.0,1
620371,GRE2011,2019-03-06,137,VERB2011,Y,ELEC,2019-04-02,137.0,1,1,137.0,6
620380,GRE2011,2015-11-10,2.5,ANALYTWRIT,Y,ELEC,2015-11-25,2.5,1,1,2.5,7
620380,GRE2011,2019-03-25,151,QUAN2011,Y,ELEC,2019-04-05,151.0,1,1,151.0,42
620380,GRE2011,2015-11-10,135,QUAN2011,Y,ELEC,2015-11-25,135.0,1,1,135.0,2
620380,GRE2011,2019-04-25,150,VERB2011,Y,ELEC,2019-05-13,150.0,1,2,150.0,47
620380,GRE2011,2015-11-10,146,VERB2011,Y,ELEC,2015-11-25,146.0,1,1,146.0,29
620383,GRE2011,2016-08-31,3.0,ANALYTWRIT,Y,ELEC,2016-10-07,3.0,1,1,3.0,17
620383,GRE2011,2016-08-31,152,QUAN2011,Y,ELEC,2016-10-07,152.0,1,1,152.0,47
620383,GRE2011,2016-08-31,136,VERB2011,Y,ELEC,2016-10-07,136.0,1,1,136.0,4
620388,GRE2011,2015-01-12,2.5,ANALYTWRIT,Y,ELEC,2015-02-28,2.5,1,1,2.5,7
620388,GRE2011,2015-01-12,143,QUAN2011,Y,ELEC,2015-02-28,143.0,1,1,143.0,15
620388,GRE2011,2015-01-12,141,VERB2011,Y,ELEC,2015-02-28,141.0,1,1,141.0,13
620390,GRE2011,2016-05-06,4.5,ANALYTWRIT,Y,ELEC,2016-05-19,4.5,1,1,4.5,80
620390,GRE2011,2016-05-06,154,QUAN2011,Y,ELEC,2016-05-19,154.0,1,1,154.0,56
620390,GRE2011,2016-05-06,153,VERB2011,Y,ELEC,2016-05-19,153.0,1,1,153.0,59
620404,GRE2011,2018-12-17,3.5,ANALYTWRIT,Y,ELEC,2019-01-02,3.5,1,1,3.5,41
620404,GRE2011,2019-01-07,162,QUAN2011,Y,ELEC,2019-01-22,162.0,1,2,162.0,80
620404,GRE2011,2018-12-17,146,VERB2011,Y,ELEC,2019-01-02,146.0,1,1,146.0,31
620422,GRE2011,2019-06-24,4.0,ANALYTWRIT,Y,ELEC,2019-07-11,4.0,1,1,4.0,57
620422,GRE2011,2019-06-24,152,QUAN2011,Y,ELEC,2019-07-11,152.0,1,1,152.0,45
620422,GRE2011,2019-06-24,150,VERB2011,Y,ELEC,2019-07-11,150.0,1,1,150.0,46
620454,GRE2011,2018-10-12,4.0,ANALYTWRIT,Y,ELEC,2018-10-25,4.0,1,1,4.0,59
620454,GRE2011,2018-10-12,142,QUAN2011,Y,ELEC,2018-10-25,142.0,1,1,142.0,12
620454,GRE2011,2018-10-12,145,VERB2011,Y,ELEC,2018-10-25,145.0,1,1,145.0,27
620463,GRE2011,2019-05-11,3.0,ANALYTWRIT,Y,ELEC,2019-05-29,3.0,1,1,3.0,17
620463,GRE2011,2019-05-11,159,QUAN2011,Y,ELEC,2019-05-29,159.0,1,1,159.0,72
620463,GRE2011,2019-05-11,148,VERB2011,Y,ELEC,2019-05-29,148.0,1,1,148.0,38
620469,GRE2011,2019-04-06,4.5,ANALYTWRIT,Y,ELEC,2019-04-22,4.5,1,2,4.5,82
620469,GRE2011,2019-04-06,147,QUAN2011,Y,ELEC,2019-04-22,147.0,1,2,147.0,26
620469,GRE2011,2019-04-06,155,VERB2011,Y,ELEC,2019-04-22,155.0,1,2,155.0,69
620475,GRE2011,2017-09-28,4.0,ANALYTWRIT,Y,ELEC,2018-01-10,4.0,1,1,4.0,60
620475,GRE2011,2017-12-02,157,QUAN2011,Y,ELEC,2018-01-10,157.0,1,2,157.0,66
620475,GRE2011,2017-12-02,159,VERB2011,Y,ELEC,2018-01-10,159.0,1,2,159.0,83
620476,GRE2011,2018-02-09,4.5,ANALYTWRIT,Y,,2018-02-27,4.5,1,1,4.5,82
620476,GRE2011,2018-02-09,145,QUAN2011,Y,,2018-02-27,145.0,1,1,145.0,20
620476,GRE2011,2018-02-09,145,VERB2011,Y,,2018-02-27,145.0,1,1,145.0,27
620480,GRE2011,2018-08-24,5.0,ANALYTWRIT,Y,ELEC,2018-09-07,5.0,1,1,5.0,92
620480,GRE2011,2018-08-24,164,QUAN2011,Y,ELEC,2018-09-07,164.0,1,1,164.0,86
620480,GRE2011,2018-08-24,170,VERB2011,Y,ELEC,2018-09-07,170.0,1,1,170.0,99
620485,GRE2011,2018-11-26,3.0,ANALYTWRIT,Y,ELEC,2018-12-13,3.0,1,1,3.0,17
620485,GRE2011,2018-11-26,147,QUAN2011,Y,ELEC,2018-12-13,147.0,1,1,147.0,26
620485,GRE2011,2018-11-26,148,VERB2011,Y,ELEC,2018-12-13,148.0,1,1,148.0,38
620486,GRE2011,2016-11-03,2.5,ANALYTWRIT,Y,ELEC,2017-02-26,2.5,1,1,2.5,7
620486,GRE2011,2016-12-21,170,QUAN2011,Y,ELEC,2017-02-26,170.0,1,2,170.0,97
620486,GRE2011,2016-11-03,138,VERB2011,Y,ELEC,2017-02-26,138.0,1,1,138.0,7
620515,GRE2011,2015-05-23,4.0,ANALYTWRIT,Y,ELEC,2015-06-08,4.0,1,1,4.0,56
620515,GRE2011,2015-05-23,144,QUAN2011,Y,ELEC,2015-06-08,144.0,1,1,144.0,18
620515,GRE2011,2015-05-23,149,VERB2011,Y,ELEC,2015-06-08,149.0,1,1,149.0,41
620524,GRE2011,2019-02-22,5.0,ANALYTWRIT,Y,ELEC,2019-03-11,5.0,1,1,5.0,92
620524,GRE2011,2019-02-22,165,QUAN2011,Y,ELEC,2019-03-11,165.0,1,1,165.0,88
620524,GRE2011,2019-02-22,161,VERB2011,Y,ELEC,2019-03-11,161.0,1,1,161.0,88
620529,GRE2011,2018-12-26,4.0,ANALYTWRIT,Y,ELEC,2019-01-08,4.0,1,1,4.0,59
620529,GRE2011,2018-12-26,147,QUAN2011,Y,ELEC,2019-01-08,147.0,1,1,147.0,26
620529,GRE2011,2018-12-26,146,VERB2011,Y,ELEC,2019-01-08,146.0,1,1,146.0,31
620531,GRE2011,2018-11-02,4.0,ANALYTWRIT,Y,ELEC,2018-11-16,4.0,1,1,4.0,59
620531,GRE2011,2018-11-02,162,QUAN2011,Y,ELEC,2018-11-16,162.0,1,1,162.0,80
620531,GRE2011,2018-11-02,160,VERB2011,Y,ELEC,2018-11-16,160.0,1,1,160.0,86
620552,GRE2011,2018-10-26,4.0,ANALYTWRIT,Y,ELEC,2018-11-19,4.0,1,1,4.0,59
620552,GRE2011,2018-10-26,155,QUAN2011,Y,ELEC,2018-11-19,155.0,1,1,155.0,58
620552,GRE2011,2018-10-26,153,VERB2011,Y,ELEC,2018-11-19,153.0,1,1,153.0,61
620553,GRE2011,2018-06-23,3.5,ANALYTWRIT,Y,ELEC,2018-07-13,3.5,1,1,3.5,41
620553,GRE2011,2018-06-23,146,QUAN2011,Y,ELEC,2018-07-13,146.0,1,1,146.0,23
620553,GRE2011,2018-06-23,150,VERB2011,Y,ELEC,2018-07-13,150.0,1,1,150.0,47
620564,GRE2011,2018-10-08,4.5,ANALYTWRIT,Y,ELEC,2018-10-23,4.5,1,1,4.5,82
620564,GRE2011,2018-12-22,150,QUAN2011,Y,ELEC,2019-01-04,150.0,1,2,150.0,38
620564,GRE2011,2018-12-22,155,VERB2011,Y,ELEC,2019-01-04,155.0,1,2,155.0,69
620583,GRE2011,2017-03-27,4.0,ANALYTWRIT,Y,ELEC,2017-04-07,4.0,1,1,4.0,59
620583,GRE2011,2017-03-27,147,QUAN2011,Y,ELEC,2017-04-07,147.0,1,1,147.0,27
620583,GRE2011,2017-03-27,151,VERB2011,Y,ELEC,2017-04-07,151.0,1,1,151.0,51
620593,GRE2011,2018-07-31,4.0,ANALYTWRIT,Y,ELCT,2019-06-05,4.0,1,1,4.0,59
620593,GRE2011,2018-07-31,155,QUAN2011,Y,ELCT,2019-06-05,155.0,1,1,155.0,58
620593,GRE2011,2018-07-31,151,VERB2011,Y,ELCT,2019-06-05,151.0,1,1,151.0,52
620607,GRE2011,2018-08-10,4.0,ANALYTWRIT,Y,ELEC,2018-08-24,4.0,1,1,4.0,59
620607,GRE2011,2018-08-10,146,QUAN2011,Y,ELEC,2018-08-24,146.0,1,1,146.0,23
620607,GRE2011,2018-08-10,148,VERB2011,Y,ELEC,2018-08-24,148.0,1,1,148.0,38
620609,GRE2011,2018-11-17,4.0,ANALYTWRIT,Y,ELEC,2018-11-29,4.0,1,1,4.0,59
620609,GRE2011,2018-11-17,162,QUAN2011,Y,ELEC,2018-11-29,162.0,1,1,162.0,80
620609,GRE2011,2018-11-17,149,VERB2011,Y,ELEC,2018-11-29,149.0,1,1,149.0,42
620619,GRE2011,2017-10-14,3.5,ANALYTWRIT,Y,ELEC,2017-10-30,3.5,1,1,3.5,42
620619,GRE2011,2017-10-14,148,QUAN2011,Y,ELEC,2017-10-30,148.0,1,1,148.0,30
620619,GRE2011,2017-10-14,150,VERB2011,Y,ELEC,2017-10-30,150.0,1,1,150.0,48
620625,GRE2011,2018-02-03,4.5,ANALYTWRIT,Y,ELEC,2018-10-12,4.5,1,1,4.5,82
620625,GRE2011,2018-02-03,160,QUAN2011,Y,ELEC,2018-10-12,160.0,1,1,160.0,76
620625,GRE2011,2018-02-03,150,VERB2011,Y,ELEC,2018-10-12,150.0,1,1,150.0,48
620627,GRE2011,2018-05-04,4.0,ANALYTWRIT,Y,ELCT,2019-06-05,4.0,1,1,4.0,59
620627,GRE2011,2018-05-04,156,QUAN2011,Y,ELCT,2019-06-05,156.0,1,1,156.0,61
620627,GRE2011,2018-05-04,155,VERB2011,Y,ELCT,2019-06-05,155.0,1,1,155.0,69
620639,GRE2011,2019-06-01,3.5,ANALYTWRIT,Y,ELEC,2019-07-15,3.5,1,1,3.5,39
620639,GRE2011,2019-06-01,150,QUAN2011,Y,ELEC,2019-07-15,150.0,1,1,150.0,37
620639,GRE2011,2019-06-01,154,VERB2011,Y,ELEC,2019-07-15,154.0,1,1,154.0,64
620663,GRE2011,2015-12-08,5.0,ANALYTWRIT,Y,ELEC,2016-02-01,5.0,1,3,5.0,93
620663,GRE2011,2016-01-07,161,QUAN2011,Y,ELEC,2016-02-01,161.0,1,4,161.0,80
620663,GRE2011,2016-01-07,155,VERB2011,Y,ELEC,2016-02-01,155.0,1,4,155.0,67
620690,GRE2011,2018-11-15,3.0,ANALYTWRIT,Y,ELEC,2018-11-29,3.0,1,1,3.0,17
620690,GRE2011,2018-11-15,145,QUAN2011,Y,ELEC,2018-11-29,145.0,1,1,145.0,20
620690,GRE2011,2018-11-15,148,VERB2011,Y,ELEC,2018-11-29,148.0,1,1,148.0,38
620695,GRE2011,2018-06-02,4.0,ANALYTWRIT,Y,ELCT,2019-06-05,4.0,1,1,4.0,59
620695,GRE2011,2018-06-02,155,QUAN2011,Y,ELCT,2019-06-05,155.0,1,1,155.0,58
620695,GRE2011,2018-06-02,146,VERB2011,Y,ELCT,2019-06-05,146.0,1,1,146.0,31
620705,GRE2011,2018-12-14,3.5,ANALYTWRIT,Y,ELEC,2019-01-02,3.5,1,1,3.5,41
620705,GRE2011,2018-12-14,144,QUAN2011,Y,ELEC,2019-01-02,144.0,1,1,144.0,16
620705,GRE2011,2017-08-07,134,QUAN2011,Y,ELEC,2017-08-23,134.0,1,2,134.0,1
620705,GRE2011,2018-12-14,156,VERB2011,Y,ELEC,2019-01-02,156.0,1,1,156.0,73
620723,GRE2011,2018-01-09,5.5,ANALYTWRIT,Y,ELEC,2018-01-19,5.5,1,1,5.5,98
620723,GRE2011,2018-01-09,158,QUAN2011,Y,ELEC,2018-01-19,158.0,1,1,158.0,69
620723,GRE2011,2018-01-09,168,VERB2011,Y,ELEC,2018-01-19,168.0,1,1,168.0,98
620734,GRE2011,2018-10-19,4.0,ANALYTWRIT,Y,ELEC,2018-12-13,4.0,1,2,4.0,59
620734,GRE2011,2018-10-19,156,QUAN2011,Y,ELEC,2018-12-13,156.0,1,2,156.0,61
620734,GRE2011,2018-10-19,155,VERB2011,Y,ELEC,2018-12-13,155.0,1,2,155.0,69
620736,GRE2011,2018-11-28,3.5,ANALYTWRIT,Y,ELEC,2018-12-13,3.5,1,1,3.5,41
620736,GRE2011,2018-11-28,145,QUAN2011,Y,ELEC,2018-12-13,145.0,1,1,145.0,20
620736,GRE2011,2018-11-28,148,VERB2011,Y,ELEC,2018-12-13,148.0,1,1,148.0,38
620740,GRE2011,2018-08-30,4.5,ANALYTWRIT,Y,ELCT,2019-06-05,4.5,1,2,4.5,82
620740,GRE2011,2018-08-30,152,QUAN2011,Y,ELCT,2019-06-05,152.0,1,2,152.0,46
620740,GRE2011,2018-08-30,152,VERB2011,Y,ELCT,2019-06-05,152.0,1,2,152.0,56
620766,GRE2011,2018-02-09,3.0,ANALYTWRIT,Y,ELEC,2018-10-12,3.0,1,1,3.0,18
620766,GRE2011,2018-02-09,150,QUAN2011,Y,ELEC,2018-10-12,150.0,1,1,150.0,38
620766,GRE2011,2018-02-09,151,VERB2011,Y,ELEC,2018-10-12,151.0,1,1,151.0,52
620770,GRE2011,2015-01-26,3.5,ANALYTWRIT,Y,ELEC,2015-02-06,3.5,1,1,3.5,38
620770,GRE2011,2015-01-26,168,QUAN2011,Y,ELEC,2015-02-06,168.0,1,1,168.0,95
620770,GRE2011,2015-01-26,162,VERB2011,Y,ELEC,2015-02-06,162.0,1,1,162.0,89
620786,GRE2011,2018-10-13,4.0,ANALYTWRIT,Y,ELEC,2018-10-25,4.0,1,1,4.0,59
620786,GRE2011,2018-10-13,155,QUAN2011,Y,ELEC,2018-10-25,155.0,1,1,155.0,58
620786,GRE2011,2018-10-13,153,VERB2011,Y,ELEC,2018-10-25,153.0,1,1,153.0,61
620822,GRE2011,2018-11-10,3.0,ANALYTWRIT,Y,ELEC,2018-11-26,3.0,1,1,3.0,17
620822,GRE2011,2018-11-10,161,QUAN2011,Y,ELEC,2018-11-26,161.0,1,1,161.0,77
620822,GRE2011,2018-11-10,147,VERB2011,Y,ELEC,2018-11-26,147.0,1,1,147.0,34
620852,GRE2011,2015-11-18,3.0,ANALYTWRIT,Y,ELEC,2016-03-22,3.0,1,1,3.0,15
620852,GRE2011,2015-11-18,164,QUAN2011,Y,ELEC,2016-03-22,164.0,1,1,164.0,88
620852,GRE2011,2015-11-18,148,VERB2011,Y,ELEC,2016-03-22,148.0,1,1,148.0,37
620870,GRE2011,2018-01-13,3.5,ANALYTWRIT,Y,ELEC,2018-01-29,3.5,1,1,3.5,42
620870,GRE2011,2018-01-13,147,QUAN2011,Y,ELEC,2018-01-29,147.0,1,1,147.0,27
620870,GRE2011,2018-01-13,151,VERB2011,Y,ELEC,2018-01-29,151.0,1,1,151.0,52
620886,GRE2011,2018-07-31,3.0,ANALYTWRIT,Y,ELCT,2019-06-05,3.0,1,1,3.0,17
620886,GRE2011,2018-07-31,155,QUAN2011,Y,ELCT,2019-06-05,155.0,1,1,155.0,58
620886,GRE2011,2018-07-31,152,VERB2011,Y,ELCT,2019-06-05,152.0,1,1,152.0,56
620890,GRE2011,2018-07-21,4.5,ANALYTWRIT,Y,ELEC,2018-08-02,4.5,1,1,4.5,82
620890,GRE2011,2018-07-21,168,QUAN2011,Y,ELEC,2018-08-02,168.0,1,1,168.0,94
